chieuDai,chieuNgang,dienTich,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,TinhTrangNoiThat,QuanHuyen
14.0,6.0,80.0,5625.0,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
,,49.0,12330.0,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
15.0,4.0,60.5,8126.666666666667,5,5.0,6.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận 8
10.0,3.0,30.0,3055.4166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
,,10.0,10625.0,2,,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
25.0,5.0,88.0,5677.083333333333,3,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận 12
13.2,6.0,79.0,4641.25,2,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
19.0,4.0,74.0,2984.1666666666665,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
,,38.8,3726.25,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận phú nhuận
11.7,5.0,59.0,4166.666666666667,4,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
20.0,5.0,100.0,604.1666666666666,4,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện bình chánh
9.0,3.5,31.5,2222.0833333333335,4,,3.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,quận 12
11.0,4.3,45.0,5555.416666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 1
20.0,5.0,100.0,3287.5,1,1.0,1.0,nhà phố liền kề,đã có sổ,hoàn thiện cơ bản,quận bình tân
12.0,4.0,48.0,2864.5833333333335,3,,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận phú nhuận
12.0,3.9,44.0,8427.916666666666,4,,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 10
,2.5,16.0,4296.666666666667,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
10.0,3.0,35.0,5357.083333333333,2,,,"nhà ngõ, hẻm",đã có sổ,,quận 10
12.0,3.5,42.0,5555.416666666667,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận gò vấp
11.5,7.0,80.5,6728.75,4,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
24.0,4.0,90.0,5370.416666666667,6,4.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận 6
17.0,3.7,63.0,5423.333333333333,3,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
11.0,3.5,35.0,5000.0,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 3
19.0,3.8,58.0,12859.166666666666,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 4
11.0,4.0,44.0,3645.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
25.0,4.0,98.0,595.4166666666666,1,1.0,1.0,"nhà ngõ, hẻm",đang chờ sổ,bàn giao thô,huyện bình chánh
,,28.0,6845.416666666667,2,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
15.0,4.0,64.0,5143.333333333333,4,4.0,5.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận tân phú
6.0,4.0,24.0,9288.333333333334,3,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
16.05,4.0,18.0,2268.3333333333335,2,7.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
,,23.0,5398.75,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
,4.0,20.0,1510.4166666666667,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
9.0,3.0,27.0,3070.8333333333335,4,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,huyện nhà bè
16.2,5.0,81.0,360.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện bình chánh
17.0,5.0,85.0,402.0833333333333,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
,4.0,15.0,1777.9166666666667,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
12.0,4.0,45.2,4332.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
12.5,4.1,50.0,10750.0,5,,,"nhà ngõ, hẻm",đã có sổ,,quận 10
14.6,4.93,20.0,2187.5,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
,4.7,75.2,6372.083333333333,4,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
26.0,11.0,282.0,1477.5,2,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận 12
,,58.0,3915.4166666666665,4,,,"nhà ngõ, hẻm",đã có sổ,,quận 7
14.025,4.0,10.0,4041.6666666666665,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận gò vấp
11.0,3.0,33.0,4103.333333333333,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
,,10.0,11125.0,2,,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
10.0,6.0,60.0,7361.25,8,4.0,7.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
15.0,4.2,76.0,6962.916666666667,9,5.0,7.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
11.0,4.0,45.0,3787.0833333333335,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
15.0,4.0,56.0,3861.6666666666665,4,,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 12
12.0,3.3,38.0,12225.833333333334,6,6.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận bình thạnh
18.0,4.0,70.0,6250.0,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
15.0,3.8,53.0,4622.5,3,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
7.2,4.0,30.0,3861.25,1,2.0,,"nhà ngõ, hẻm",đã có sổ,,quận 8
4.2,4.2,16.0,1770.8333333333333,1,2.0,1.0,"nhà ngõ, hẻm",giấy tờ viết tay,,quận 7
5.0,3.0,15.0,2416.6666666666665,1,2.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,quận 7
7.25,4.75,34.0,6005.0,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
10.5,2.9,32.0,5794.166666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
14.0,4.0,56.0,3422.5,2,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
11.0,4.0,10.0,1354.1666666666667,2,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện hóc môn
4.0,2.0,10.0,1187.5,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện hóc môn
20.0,4.1,82.0,4979.583333333333,1,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
16.0,6.0,96.0,412.5,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện bình chánh
12.0,4.5,54.0,3742.0833333333335,3,2.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 12
10.0,2.7,22.0,6155.416666666667,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
5.0,7.5,37.5,5544.583333333333,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
15.0,4.0,15.0,1180.4166666666667,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
14.0,6.5,90.0,2083.3333333333335,4,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận 8
15.5,7.0,102.6,2395.8333333333335,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 7
6.0,4.0,22.0,4640.0,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 7
11.0,5.0,50.0,12083.333333333334,4,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận 3
8.0,4.0,32.0,3060.0,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
16.0,5.0,80.2,597.5,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
23.0,4.0,87.0,1939.5833333333333,4,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
16.33,3.78,62.4,11351.666666666666,5,5.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 1
16.0,4.0,64.0,4550.833333333333,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận bình tân
16.0,4.35,67.0,5597.083333333333,6,3.0,,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
14.2,4.0,56.0,4947.916666666667,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
25.0,4.6,115.0,4891.25,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
10.0,4.0,40.0,3302.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
,,43.0,1686.25,2,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
25.0,6.7,179.0,7425.416666666667,5,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 10
9.0,4.5,40.0,3906.25,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
16.0,4.0,67.0,3233.75,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
13.0,4.0,52.0,5993.75,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
30.0,4.0,106.0,2987.5,8,4.0,6.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận bình tân
14.0,4.3,60.0,6944.583333333333,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
7.0,3.5,24.0,7812.5,1,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận gò vấp
12.0,4.0,48.0,998.3333333333334,2,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,huyện củ chi
20.0,4.0,67.0,4446.666666666667,5,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 12
11.0,4.0,44.0,7528.333333333333,6,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận 11
14.0,6.0,83.0,7027.916666666667,1,9.0,,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 3
20.0,10.0,200.0,3539.5833333333335,5,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 12
20.0,4.0,80.0,6718.75,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
,,30.0,1055.4166666666667,2,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,huyện hóc môn
10.0,5.0,43.5,3975.0,1,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
,,95.3,5242.083333333333,3,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình thạnh
15.0,4.0,64.0,3841.25,3,2.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
12.0,4.0,48.0,3029.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
18.0,3.6,60.0,5555.416666666667,6,4.0,,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
18.0,4.0,72.0,4166.666666666667,2,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
18.0,4.0,72.0,4166.666666666667,2,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
13.5,4.1,55.0,3784.1666666666665,2,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 8
10.0,3.0,30.0,2152.9166666666665,2,,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,nội thất cao cấp,quận 12
5.0,8.5,42.0,6627.083333333333,4,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
,,155.0,13440.833333333334,4,,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình thạnh
,,35.0,3333.3333333333335,5,,,"nhà ngõ, hẻm",đã có sổ,,quận phú nhuận
24.0,4.0,95.0,5263.333333333333,5,,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 6
16.0,4.0,64.0,8462.916666666666,3,,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 6
11.0,8.0,88.0,3077.5,2,,,"nhà ngõ, hẻm",đã có sổ,,quận 7
18.0,4.0,72.0,6076.25,4,,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 6
45.0,4.0,184.0,667.9166666666666,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện củ chi
17.0,4.0,65.8,886.6666666666666,2,1.0,,"nhà mặt phố, mặt tiền",sổ chung / công chứng vi bằng,,huyện hóc môn
12.55,3.6,47.0,11967.916666666666,4,,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
16.0,8.0,128.0,5208.333333333333,6,,6.0,"nhà ngõ, hẻm",đã có sổ,,quận 11
10.0,4.0,40.0,8333.333333333334,3,4.0,,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
15.0,4.0,58.0,6537.5,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
16.0,6.0,96.0,434.1666666666667,4,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,huyện bình chánh
,,100.0,4583.333333333333,4,,,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
,,100.0,4583.333333333333,4,,,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
21.0,5.8,124.0,3024.1666666666665,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận gò vấp
14.0,9.0,125.0,2416.6666666666665,4,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
7.0,4.0,29.0,3448.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
16.0,5.0,81.2,641.25,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,huyện bình chánh
16.0,5.0,84.0,2872.0833333333335,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
15.0,7.15,86.0,6782.916666666667,5,4.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 10
20.6,5.18,106.5,9780.833333333334,5,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 3
13.2,3.05,37.7,7681.25,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
10.0,4.0,40.0,9375.0,3,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 10
8.0,4.2,33.0,4924.166666666667,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
11.0,4.0,44.0,3579.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình tân
10.5,4.0,42.0,6448.333333333333,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
12.5,4.0,50.0,4083.3333333333335,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
,,62.6,3195.0,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
16.0,5.5,88.0,4119.166666666667,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 7
25.0,4.3,107.5,4961.25,5,,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
17.0,6.0,90.0,1828.75,2,,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
5.0,4.0,20.0,4791.666666666667,2,2.0,2.0,"nhà ngõ, hẻm",đang chờ sổ,,quận bình tân
,,100.0,4166.666666666667,11,,,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
16.0,4.0,64.0,3906.25,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận 11
6.2,4.0,25.0,3000.0,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
15.0,4.0,60.0,8819.583333333334,5,4.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 7
10.0,4.5,45.0,6388.75,2,,,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
18.0,4.0,72.0,376.25,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,huyện bình chánh
12.0,5.0,59.0,4555.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
,,53.4,5454.166666666667,5,,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
,,62.0,3629.1666666666665,4,,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
16.5,4.8,80.0,5963.333333333333,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận gò vấp
7.0,4.0,28.0,3794.5833333333335,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
20.0,5.0,100.0,5000.0,5,3.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
14.0,3.2,43.0,5862.5,5,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 6
12.55,3.75,47.0,11967.916666666666,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
6.0,4.0,24.0,4340.416666666667,2,2.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
,4.0,20.0,1520.8333333333333,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
28.0,4.0,112.0,305.0,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,huyện bình chánh
12.0,4.0,50.0,1000.0,2,,,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
10.2,4.6,47.0,6196.666666666667,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
10.2,4.6,47.0,6196.666666666667,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
,,25.0,4983.333333333333,4,,,"nhà ngõ, hẻm",đã có sổ,,quận 3
,,122.0,7616.25,6,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
,3.4,26.0,6890.833333333333,2,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận 1
12.0,3.0,36.0,7175.833333333333,4,3.0,,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình thạnh
,,20.0,4979.166666666667,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận phú nhuận
5.0,3.5,17.5,8095.416666666667,2,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình thạnh
11.0,4.0,44.0,8427.916666666666,5,3.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
,,30.3,6875.833333333333,4,,,"nhà ngõ, hẻm",đã có sổ,,quận 5
12.0,4.0,48.0,3385.4166666666665,2,,,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
5.0,2.0,10.0,11166.666666666666,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình thạnh
28.0,6.0,170.0,735.4166666666666,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện củ chi
15.0,4.0,59.0,5014.166666666667,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
8.0,4.0,32.0,5859.166666666667,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
12.0,4.3,52.0,4399.166666666667,4,,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 11
16.0,6.0,96.0,15190.833333333334,6,5.0,,nhà biệt thự,đã có sổ,nội thất cao cấp,quận 10
22.0,4.0,100.0,641.6666666666666,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,huyện bình chánh
11.0,5.2,52.0,4286.666666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
13.0,10.0,130.0,3493.75,4,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận 7
8.0,3.8,30.0,4444.583333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận tân bình
16.0,5.0,80.0,286.6666666666667,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
21.0,4.5,86.0,5523.333333333333,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận tân bình
13.0,3.5,45.0,5833.333333333333,4,5.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
22.0,4.5,85.5,3167.5,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 12
10.5,5.5,57.2,3780.4166666666665,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 12
10.0,10.0,101.0,4125.416666666667,7,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
19.0,5.5,107.0,1869.1666666666667,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
25.0,4.0,100.0,3000.0,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
6.8,3.3,22.44,1476.25,2,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,nội thất đầy đủ,quận 12
13.0,4.0,52.0,5600.833333333333,3,2.0,4.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận gò vấp
18.0,5.0,90.0,6250.0,5,4.0,6.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,quận gò vấp
8.0,7.0,60.0,4367.916666666667,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận tân phú
14.0,4.5,65.0,2435.8333333333335,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
,,20.0,6854.166666666667,2,,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
18.0,4.8,84.0,6200.416666666667,9,6.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
15.0,4.4,65.0,6282.083333333333,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
9.5,3.5,33.0,6692.083333333333,3,3.0,,"nhà ngõ, hẻm",đã có sổ,,quận 3
23.0,4.0,80.0,3385.4166666666665,3,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
15.0,6.0,90.0,2453.75,3,,,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
11.0,4.3,49.0,7227.916666666667,5,1.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân bình
14.0,4.0,56.0,3861.6666666666665,4,,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
16.0,4.0,64.0,3580.8333333333335,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
10.0,4.0,40.0,3333.3333333333335,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
13.0,4.0,50.0,3916.6666666666665,3,,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
13.0,4.1,50.0,5083.333333333333,3,22.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
16.0,4.0,64.0,2962.0833333333335,4,2.0,,"nhà ngõ, hẻm",đang chờ sổ,,quận bình tân
13.0,4.0,50.0,4158.333333333333,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận bình tân
20.0,4.0,80.0,406.25,3,,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện bình chánh
15.0,4.0,60.0,2555.4166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
11.0,4.0,44.0,3598.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
12.0,5.0,60.0,6805.416666666667,4,5.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
20.0,5.0,100.0,3000.0,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận bình tân
11.7,4.0,48.0,3732.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
17.0,4.0,71.0,2640.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
13.0,4.0,60.0,2673.75,3,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
3.114,4.53,14.106,7384.583333333333,1,2.0,,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân phú
13.0,3.8,50.0,4083.3333333333335,2,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
19.0,5.0,95.0,2412.0833333333335,4,,5.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
,,30.0,4583.333333333333,2,,,"nhà ngõ, hẻm",đã có sổ,,quận 11
12.5,3.9,49.0,3996.6666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
,42.0,42.0,6448.333333333333,3,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 11
10.0,3.5,35.0,4166.666666666667,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
8.0,3.0,22.0,1268.75,2,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,quận 12
12.0,4.4,52.8,2982.9166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
16.0,5.0,80.0,411.6666666666667,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
10.0,3.0,30.0,2444.5833333333335,2,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
14.0,4.0,56.0,6398.75,3,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
,,45.0,1388.75,2,,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện bình chánh
