DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Bình Trị Đông, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,320 m²,"- 87,50 triệu/m²",8 phòng,4.0,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,7 tỷ
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,36 m²,36 m²,60 m²,"- 88,89 triệu/m²",2 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,2 tỷ"
"Mã Lò, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",18 m,4.3 m,76 m²,76 m²,240 m²,"- 77,63 triệu/m²",5 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"5,9 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,81 m²,81 m²,,"- 92,59 triệu/m²",8 phòng,4.0,,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,,"7,5 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,68 m²,68 m²,,"- 55,59 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,78 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,,"- 96,25 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,85 tỷ"
"Đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",11 m,8 m,89 m²,89 m²,89 m²,"- 79,78 triệu/m²",5 phòng,1.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông,Nội thất đầy đủ,"7,1 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",12 m,5 m,60 m²,60 m²,,"- 99,83 triệu/m²",4 phòng,4.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,Nội thất đầy đủ,"5,99 tỷ"
"Đường số 4, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,60 m²,60 m²,,"- 83,33 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,5 tỷ
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,,"- 74,22 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,75 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,,"- 98,86 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,35 tỷ"
"undefined, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",19 m,4.2 m,79 m²,79 m²,265 m²,"- 110,13 triệu/m²",5 phòng,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"8,7 tỷ"
"Đường Số 17a, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",9.2 m,3.5 m,32 m²,32 m²,60 m²,"- 76,56 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"2,45 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,,- 100 triệu/m²,3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,,"4,8 tỷ"
"Đường Số 3, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,200 m²,"- 91,67 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"5,5 tỷ"
"Liên Khu 16-18, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,"- 69,12 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,7 tỷ"
"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",6 m,5 m,30 m²,30 m²,30 m²,"- 54,33 triệu/m²",2 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"1,63 tỷ"
Hương lộ 2,16.6 m,4 m,66 m²,66 m²,66 m²,"- 103,79 triệu/m²",6 phòng,,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,85 tỷ"
"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",65 m,11 m,716.9 m²,716.9 m²,716.9 m²,"- 71,14 triệu/m²",4 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,Nội thất đầy đủ,51 tỷ
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",14 m,5 m,70 m²,70 m²,150 m²,"- 67,14 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,7 tỷ"
"Đường Hồ Văn Long, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,36 m²,36 m²,120 m²,"- 79,17 triệu/m²",4 phòng,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,85 tỷ"
"68x, Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,66 m²,66 m²,,"- 102,27 triệu/m²",4 phòng,4.0,5 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Đông,Nội thất cao cấp,"6,75 tỷ"
Mã Lò,15.5 m,4 m,62 m²,62 m²,62 m²,"- 95,16 triệu/m²",6 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,9 tỷ"
"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,40 m²,- 100 triệu/m²,2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,Nội thất đầy đủ,4 tỷ
"Đường Số 8B, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,24 m²,24 m²,,"- 95,42 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"2,29 tỷ"
"Lô Tư , Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",11.5 m,4 m,45.7 m²,45.7 m²,,"- 114,88 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,25 tỷ"
"168, Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,60 m²,"- 86,67 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Hoàn thiện cơ bản,"5,2 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,61 m²,61 m²,61 m²,"- 93,44 triệu/m²",4 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,7 tỷ"
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,66 m²,66 m²,173 m²,"- 98,48 triệu/m²",5 phòng,5.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"6,5 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",9.2 m,3.5 m,32 m²,32 m²,58 m²,"- 78,12 triệu/m²",2 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"2,5 tỷ"
"Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,40 m²,"- 48,25 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,Nội thất cao cấp,"1,93 tỷ"
"Đường Số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,80 m²,"- 86,25 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,45 tỷ"
"Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,168 m²,"- 88,39 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,95 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,,"- 92,03 triệu/m²",4 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"5,89 tỷ"
"Hẻm 441 Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",22 m,4.7 m,104 m²,104 m²,,"- 61,06 triệu/m²",8 phòng,2.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Nhà nở hậu,Hẻm xe hơi",,Nội thất đầy đủ,"6,35 tỷ"
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",12.5 m,4 m,52 m²,52 m²,52 m²,"- 96,15 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,5 tỷ
"Đường Số 6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,,"- 77,50 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"6,2 tỷ"
"146/10, Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,282 m²,"- 86,88 triệu/m²",5 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông Bắc,Nội thất cao cấp,"6,95 tỷ"
"Đường Số 4, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,36 m²,36 m²,59 m²,"- 83,33 triệu/m²",2 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,3 tỷ
"Hẻm 50/63 Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,,"- 84,07 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"3,699 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",12.2 m,4 m,49 m²,49 m²,,"- 90,82 triệu/m²",2 phòng,1.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"4,45 tỷ"
"Miếu Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,168 m²,"- 71,43 triệu/m²",2 phòng,3.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4 tỷ
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",18 m,4 m,73 m²,73 m²,,"- 61,64 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"4,5 tỷ"
"Cây Cám Phường Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,"- 52,21 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"3,55 tỷ"
"Đường Quốc lộ 1, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",12.7 m,4 m,50.6 m²,50.6 m²,46.5 m²,"- 104,74 triệu/m²",4 phòng,4.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,Nội thất đầy đủ,"5,3 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,56 m²,"- 104,46 triệu/m²",5 phòng,5.0,4 phòng,"Nhà ngõ, hẻm",Đang chờ sổ,Hẻm xe hơi,Bắc,Nội thất cao cấp,"5,85 tỷ"
"LÊ VĂN QUỚI, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,4 m,67 m²,,,"- 109,70 triệu/m²",4 phòng,2.0,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"7,35 tỷ"
"Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,,55 m²,55 m²,,- 100 triệu/m²,4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,5 tỷ"
"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",24.5 m,4.5 m,111 m²,111 m²,177 m²,"- 59,46 triệu/m²",10 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,,"6,6 tỷ"
"Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",11.45 m,4 m,46 m²,46 m²,,"- 90,22 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,15 tỷ"
"Đường số 5, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",7.5 m,3.3 m,25 m²,25 m²,,- 80 triệu/m²,2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,2 tỷ
"Đường Ấp Chiến lược, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,106 m²,"- 73,33 triệu/m²",3 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,4 tỷ"
"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,212 m²,"- 93,75 triệu/m²",4 phòng,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,6 tỷ
"Đường số 2, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4.5 m,64.5 m²,64.5 m²,60 m²,"- 72,87 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Nhà nở hậu,Hẻm xe hơi",Tây,Hoàn thiện cơ bản,"4,7 tỷ"
"Đường Mã Lò, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,54.8 m²,54.8 m²,137.2 m²,"- 83,03 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,55 tỷ"
"Đường số 13, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,6.5 m,112 m²,,,"- 60,62 triệu/m²",3 phòng,3.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,"6,79 tỷ"
"Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,62 m²,"- 57,50 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây,,"2,3 tỷ"
"Đường Nguyễn Thị Tú, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",21 m,4 m,84 m²,84 m²,84 m²,"- 58,93 triệu/m²",3 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"4,95 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,80 m²,"- 52,34 triệu/m²",2 phòng,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,35 tỷ"
"52/10/9, Đường số 12, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3.8 m,30 m²,30 m²,55 m²,"- 99,67 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"2,99 tỷ"
"Đường Phan Anh, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",10 m,3.5 m,35 m²,35 m²,,"- 102,29 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"3,58 tỷ"
"Đường số 14, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,4.4 m,25 m²,25 m²,,"- 115,20 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,88 tỷ"
"Đường số 12, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,,"- 104,55 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,6 tỷ"
"Đường Số 10, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",22 m,4 m,88 m²,88 m²,88 m²,"- 45,90 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,039 tỷ"
"Đường Liên khu 10-11, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",20 m,46 m,92 m²,92 m²,92 m²,"- 60,33 triệu/m²",3 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"5,55 tỷ"
"Đường Số 1, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",10 m,5.6 m,50 m²,50 m²,100 m²,- 136 triệu/m²,4 phòng,1.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,Nội thất đầy đủ,"6,8 tỷ"
"Đường 26 Tháng 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,200 m²,- 120 triệu/m²,4 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"7,2 tỷ"
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4.2 m,60 m²,60 m²,,- 80 triệu/m²,3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"4,8 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,,"- 71,43 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,4 tỷ
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,100 m²,100 m²,,- 69 triệu/m²,5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,9 tỷ"
"Đường Kênh Nước Đen, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,60 m²,"- 98,33 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"5,9 tỷ"
"Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",51 m,4.1 m,210 m²,210 m²,,"- 61,90 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"12,999 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,54 m²,"- 88,39 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,95 tỷ"
"Kênh Tham Lương, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",15.5 m,4 m,62 m²,62 m²,,- 50 triệu/m²,2 phòng,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,,"3,1 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",11 m,3 m,33 m²,33 m²,33 m²,"- 75,15 triệu/m²",4 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"2,48 tỷ"
"Cầu vượt Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,40 m²,"- 48,25 triệu/m²",2 phòng,1.0,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"1,93 tỷ"
"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",10.5 m,5 m,52 m²,52 m²,120 m²,"- 74,04 triệu/m²",3 phòng,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,85 tỷ"
"Đường Số 10, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4.1 m,82 m²,82 m²,290 m²,"- 57,17 triệu/m²",4 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,Nội thất cao cấp,"4,688 tỷ"
"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,,"- 88,39 triệu/m²",4 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,95 tỷ"
"Đường Số 10, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",31 m,4 m,124 m²,124 m²,190 m²,"- 52,42 triệu/m²",4 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,"6,5 tỷ"
"Đường số 19A, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,,"- 73,08 triệu/m²",2 phòng,2.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,8 tỷ"
"Cây Cám, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64.2 m²,64.2 m²,110.87 m²,"- 60,75 triệu/m²",2 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"3,9 tỷ"
"Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,,60 m²,"- 47,50 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,9 tỷ"
"Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,65 m²,"- 57,50 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,3 tỷ"
"730/29, Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",10 m,8 m,76 m²,76 m²,250 m²,"- 101,32 triệu/m²",5 phòng,5.0,6 phòng,Nhà biệt thự,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"7,7 tỷ"
"135/45, Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,220 m²,"- 96,67 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây,Nội thất cao cấp,"5,8 tỷ"
Gò Xoài,13 m,4 m,52 m²,52 m²,52 m²,"- 76,92 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,4 tỷ
"1/, Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",27 m,5 m,135 m²,135 m²,135 m²,"- 55,56 triệu/m²",1 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Nhà nát",,Hoàn thiện cơ bản,"7,5 tỷ"
"Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,68 m²,"- 102,21 triệu/m²",4 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,Nội thất cao cấp,"6,95 tỷ"
"Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,,40 m²,40 m²,,- 120 triệu/m²,5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"4,8 tỷ"
